"carat","depth","table","price","x","y","z","cut"
0.77,62.1,58,3040,5.84,5.89,3.64,"Suitable"
0.24,62,55,559,4.01,4.03,2.49,"Suitable"
0.72,62.4,59,2822,5.77,5.7,3.58,"Suitable"
0.75,62,57,2821,5.8,5.78,3.59,"Suitable"
0.31,61.2,61,558,4.37,4.36,2.67,"Suitable"
0.71,59.8,58,3112,5.78,5.82,3.47,"Suitable"
0.31,61.6,54.8,557,4.35,4.37,2.69,"Suitable"
0.81,63,56,2901,5.95,5.9,3.73,"Suitable"
0.7,60.9,56,2995,5.76,5.8,3.52,"Suitable"
0.75,61.8,58,3150,5.85,5.83,3.61,"Suitable"
0.71,59.4,58,2843,5.76,5.82,3.44,"Suitable"
0.71,61.3,57,2965,5.73,5.76,3.52,"Suitable"
0.76,60.6,57,2961,5.91,5.93,3.59,"Suitable"
0.53,61.4,57,2860,5.23,5.2,3.2,"Suitable"
0.71,62.8,56,2889,5.69,5.72,3.58,"Suitable"
0.83,61.9,53,3103,6.04,6.08,3.75,"Suitable"
0.61,61.7,55,2833,5.45,5.48,3.37,"Suitable"
0.73,63.1,55,3066,5.77,5.71,3.62,"Suitable"
0.32,60.2,60,561,4.39,4.44,2.66,"Suitable"
0.72,62.4,57,3139,5.71,5.76,3.58,"Suitable"
0.74,61.6,55,3030,5.79,5.83,3.58,"Suitable"
0.79,60.6,53,2876,6.04,5.98,3.64,"Suitable"
0.72,60.3,56,2771,5.81,5.83,3.51,"Suitable"
0.72,63.3,57,2931,5.69,5.72,3.61,"Suitable"
0.91,62,59,2913,6.18,6.23,3.85,"Suitable"
0.78,62.6,58,2874,5.91,5.82,3.67,"Suitable"
0.72,62.3,56,3004,5.77,5.79,3.6,"Suitable"
1.05,58.3,57,2911,6.72,6.67,3.9,"Suitable"
0.7,60.2,61,3052,5.66,5.74,3.43,"Suitable"
0.31,61.3,56,557,4.36,4.38,2.68,"Suitable"
0.33,61.9,56,557,4.45,4.41,2.74,"Suitable"
0.7,61.6,56,2757,5.7,5.67,3.5,"Suitable"
0.79,62.3,56,3053,5.94,5.87,3.68,"Suitable"
0.71,60.6,57,3035,5.82,5.72,3.5,"Suitable"
0.82,63.9,56.9,3048,5.85,5.92,3.76,"Suitable"
0.79,61.8,59,2800,5.92,5.95,3.67,"Suitable"
0.7,60.2,57,3175,5.78,5.82,3.49,"Suitable"
0.51,62,57,2812,5.15,5.11,3.18,"Suitable"
0.31,60.7,61,558,4.34,4.32,2.63,"Suitable"
0.72,62.7,55,2886,5.64,5.69,3.55,"Suitable"
0.8,61.1,58,3082,5.94,5.9,3.62,"Suitable"
0.72,60.3,59,2822,5.84,5.8,3.51,"Suitable"
0.72,61.1,59,2954,5.75,5.8,3.53,"Suitable"
0.52,61.3,55,2778,5.19,5.22,3.19,"Suitable"
0.86,63.8,56,3115,6.02,6.05,3.85,"Suitable"
0.72,60.5,57,2919,5.8,5.83,3.52,"Suitable"
0.32,61.6,56,561,4.39,4.41,2.71,"Suitable"
0.71,62.9,55,2964,5.64,5.68,3.56,"Suitable"
0.96,60.4,56,2961,6.32,6.23,3.79,"Suitable"
0.79,59.2,59,2941,6.04,6.06,3.58,"Suitable"
0.92,60.9,62,3146,6.26,6.31,3.83,"Suitable"
0.32,60.6,60,561,4.4,4.44,2.68,"Suitable"
0.71,62.1,58,2777,5.67,5.7,3.53,"Suitable"
0.7,61.2,58,3154,5.7,5.73,3.5,"Suitable"
0.7,61.2,57,2777,5.73,5.68,3.49,"Suitable"
0.3,62.6,59,552,4.23,4.27,2.66,"Suitable"
0.91,62.8,59,3006,6.09,6.14,3.84,"Suitable"
0.3,62.2,57,357,4.28,4.3,2.67,"Suitable"
0.95,63.4,55,3154,6.25,6.21,3.95,"Suitable"
0.71,61.2,58,3113,5.68,5.72,3.49,"Suitable"
0.78,61.3,60,3012,5.89,5.96,3.63,"Suitable"
0.7,61.9,58,2952,5.7,5.73,3.54,"Suitable"
0.74,62.3,54,2762,5.8,5.83,3.62,"Suitable"
0.64,61.5,56,2787,5.54,5.55,3.41,"Suitable"
0.82,62.2,57,3012,6,5.97,3.72,"Suitable"
0.72,59.9,59,2979,5.76,5.82,3.47,"Suitable"
0.23,62.8,56,340,3.93,3.9,2.46,"Suitable"
0.71,62.2,59,3101,5.79,5.76,3.59,"Suitable"
0.76,59.6,57,2937,6.01,5.91,3.55,"Suitable"
0.82,60.8,60,2824,6.05,6.03,3.67,"Suitable"
0.73,61.6,59,2760,5.77,5.78,3.56,"Suitable"
0.71,61.2,58,2891,5.71,5.79,3.52,"Suitable"
0.7,62.1,54,2839,5.69,5.72,3.54,"Suitable"
0.77,60.4,58,2975,6,5.88,3.59,"Suitable"
0.71,61.7,56,2863,5.8,5.68,3.54,"Suitable"
0.71,61.5,56,2859,5.74,5.78,3.54,"Suitable"
0.8,61.4,56,3064,5.99,5.93,3.66,"Suitable"
0.2,60.2,62,345,3.79,3.75,2.27,"Suitable"
0.71,60.7,56,2770,5.77,5.8,3.51,"Suitable"
0.77,61.3,60,2789,5.9,5.88,3.61,"Suitable"
0.7,60.8,57,2931,5.72,5.76,3.49,"Suitable"
0.71,61.4,58,2863,5.79,5.75,3.54,"Suitable"
0.76,59.4,57,2972,5.99,6.03,3.57,"Suitable"
0.34,61.5,56,555,4.47,4.5,2.76,"Suitable"
0.86,61.3,59,3082,6.17,6.1,3.76,"Suitable"
0.7,61.6,55,3064,5.72,5.75,3.53,"Suitable"
0.71,61.2,59,2824,5.74,5.69,3.5,"Suitable"
0.79,62.8,59,2878,5.86,5.89,3.69,"Suitable"
0.7,63.6,57,3154,5.61,5.65,3.58,"Suitable"
0.29,61.6,56,555,4.26,4.31,2.64,"Suitable"
0.31,62,54,557,4.37,4.4,2.72,"Suitable"
0.76,61.7,57,2949,5.84,5.89,3.62,"Suitable"
1.03,61.1,60,3172,6.46,6.51,3.96,"Suitable"
0.71,61.9,56,2999,5.69,5.74,3.54,"Suitable"
0.7,62.6,57,2952,5.63,5.68,3.54,"Suitable"
0.71,62.2,55,3136,5.74,5.71,3.56,"Suitable"
0.31,60.9,57,559,4.37,4.39,2.67,"Suitable"
1.03,60.8,57,3073,6.55,6.51,3.97,"Suitable"
0.31,60.8,58,558,4.37,4.34,2.65,"Suitable"
0.7,62.8,57,3145,5.65,5.68,3.56,"Suitable"
0.71,60.2,56,2817,5.84,5.89,3.53,"Suitable"
0.83,62.2,57,2870,6,6.05,3.75,"Suitable"
0.72,61.4,59,2903,5.79,5.71,3.53,"Suitable"
0.7,62.2,56,2792,5.73,5.68,3.55,"Suitable"
0.9,62.6,55,3102,6.11,6.13,3.83,"Suitable"
0.71,60.7,57,3007,5.76,5.8,3.51,"Suitable"
0.91,63.4,58,3006,6.08,6.12,3.87,"Suitable"
0.8,62.9,60,3146,5.87,5.89,3.7,"Suitable"
0.31,62.8,58,558,4.32,4.28,2.7,"Suitable"
0.7,60.2,61,2999,5.74,5.66,3.43,"Suitable"
0.71,59.4,59,2964,5.78,5.81,3.44,"Suitable"
0.31,61.6,55,557,4.36,4.41,2.7,"Suitable"
0.53,61.9,55,2821,5.2,5.21,3.22,"Suitable"
0.79,62.8,57,2904,5.85,5.9,3.69,"Suitable"
0.74,62.4,59,3108,5.77,5.73,3.59,"Suitable"
0.7,61.7,55,3004,5.69,5.72,3.52,"Suitable"
0.71,62.7,59,2839,5.7,5.62,3.55,"Suitable"
1,61.7,56,2873,6.45,6.41,3.97,"Suitable"
1.04,62.2,58,2801,6.46,6.41,4,"Suitable"
0.7,61.1,60,2777,5.71,5.64,3.47,"Suitable"
0.7,62.6,55,2838,5.73,5.64,3.56,"Suitable"
0.74,62.9,60,2800,5.74,5.68,3.59,"Suitable"
0.79,62,56,2967,5.91,5.93,3.67,"Suitable"
0.72,60.6,56,2970,5.84,5.87,3.55,"Suitable"
0.9,62.4,56,3095,6.13,6.05,3.8,"Suitable"
0.81,60.3,60,2797,6.07,6.1,3.67,"Suitable"
0.79,63,54,2904,5.91,5.94,3.73,"Suitable"
0.9,61.3,57,3160,6.16,6.24,3.8,"Suitable"
1.01,61.5,57,2844,6.45,6.46,3.97,"Suitable"
0.32,61.5,57,561,4.4,4.42,2.71,"Suitable"
0.8,61,56,3137,5.98,6.05,3.67,"Suitable"
0.79,59.3,62,2839,6.09,6.01,3.59,"Suitable"
0.9,63.5,56,3145,6.12,6.1,3.88,"Suitable"
0.71,63.8,58,2804,5.62,5.66,3.6,"Suitable"
0.83,61.6,58,2865,6.05,6.07,3.73,"Suitable"
0.77,61.3,60,2765,5.88,5.9,3.61,"Suitable"
0.8,63.1,56,3050,5.93,5.83,3.71,"Suitable"
0.77,62.4,56,2875,5.84,5.9,3.66,"Suitable"
0.7,59,62,2872,5.79,5.81,3.42,"Suitable"
0.71,62.1,57,3066,5.73,5.76,3.57,"Suitable"
0.76,62.4,54,3056,5.84,5.86,3.65,"Suitable"
0.24,61.2,58,554,4.01,3.96,2.44,"Suitable"
0.7,61.8,56,2810,5.63,5.7,3.5,"Suitable"
0.71,59.8,53,2838,5.86,5.82,3.49,"Suitable"
0.72,62.2,58,2829,5.75,5.7,3.56,"Suitable"
0.76,62,58,2873,5.8,5.86,3.62,"Suitable"
0.77,61.5,56,2946,5.9,5.93,3.64,"Suitable"
1,59.4,60,3080,6.49,6.4,3.83,"Suitable"
0.77,61.3,56,3089,5.87,5.91,3.61,"Suitable"
0.9,62.4,61,3105,6.11,6.03,3.79,"Suitable"
0.65,62.1,57,3023,5.55,5.6,3.46,"Suitable"
1.02,63.3,56,3018,6.38,6.31,4.02,"Suitable"
0.79,62.3,57,2898,5.9,5.85,3.66,"Suitable"
0.9,62,56,3001,6.16,6.2,3.83,"Suitable"
0.8,61,57,2772,6.01,6.03,3.67,"Suitable"
0.71,59.3,55,2994,5.88,5.95,3.51,"Suitable"
0.71,61.7,57,2982,5.7,5.75,3.53,"Suitable"
0.7,62.1,55,2952,5.71,5.75,3.56,"Suitable"
0.71,61.5,56,2925,5.74,5.77,3.54,"Suitable"
0.73,61.3,59,2870,5.81,5.78,3.55,"Suitable"
0.72,62.3,57,2857,5.76,5.7,3.57,"Suitable"
0.71,62.2,55,2866,5.74,5.7,3.56,"Suitable"
0.79,61.6,55,2944,5.96,5.98,3.68,"Suitable"
0.79,63.7,56,2784,5.85,5.92,3.75,"Suitable"
1.05,61.4,58,2964,6.53,6.46,3.99,"Suitable"
0.7,61.9,57,3093,5.69,5.72,3.53,"Suitable"
0.78,60.8,58,2803,6.03,5.95,3.64,"Suitable"
0.75,60.6,57,3002,5.86,5.89,3.56,"Suitable"
0.73,61.6,57,3005,5.81,5.78,3.57,"Suitable"
0.71,59.5,57,2982,5.86,5.83,3.48,"Suitable"
0.76,60.9,58,2977,5.9,5.85,3.58,"Suitable"
0.52,61.2,56,2841,5.19,5.21,3.18,"Suitable"
0.68,61.7,57,2854,5.67,5.64,3.49,"Suitable"
0.72,61.5,58,3001,5.74,5.78,3.54,"Suitable"
0.62,60.5,57,2868,5.52,5.56,3.35,"Suitable"
0.74,61.5,56,2987,5.8,5.84,3.58,"Suitable"
0.72,61.8,56,3048,5.7,5.76,3.55,"Suitable"
1.01,58.1,59,3167,6.66,6.6,0,"Suitable"
0.82,60.7,57,3123,6.07,6.06,3.68,"Suitable"
0.32,61.3,55,558,4.41,4.46,2.72,"Suitable"
0.71,61.6,60,2797,5.74,5.69,3.52,"Suitable"
0.7,60,59,2777,5.79,5.75,3.46,"Suitable"
0.76,62.7,54,2858,5.88,5.83,3.67,"Suitable"
0.71,61.3,60,2930,5.74,5.71,3.51,"Suitable"
0.72,62.4,59,3035,5.71,5.74,3.57,"Suitable"
0.71,58.1,62,3145,5.84,5.89,3.41,"Suitable"
0.71,59.9,60,2803,5.81,5.77,3.47,"Suitable"
0.61,61.3,54,3004,5.53,5.5,3.38,"Suitable"
0.72,63.2,57,3083,5.69,5.73,3.61,"Suitable"
0.7,62.3,58,2804,5.69,5.73,3.56,"Suitable"
0.7,59.6,61,2833,5.77,5.8,3.45,"Suitable"
0.32,61.9,56,561,4.39,4.43,2.73,"Suitable"
0.73,61.3,57,2843,5.81,5.84,3.57,"Suitable"
0.77,62,56,2763,5.89,5.86,3.64,"Suitable"
0.78,63.8,56,2759,5.81,5.85,3.72,"Suitable"
0.24,62.3,59,554,3.95,3.92,2.45,"Suitable"
0.84,59,59,3115,6.18,6.13,3.63,"Suitable"
0.74,61.8,58,2797,5.77,5.81,3.58,"Suitable"
0.9,63,55,3162,6.1,6.16,3.86,"Suitable"
0.7,59.9,63,2777,5.76,5.7,3.43,"Suitable"
0.32,61.7,61,561,4.38,4.43,2.72,"Suitable"
0.72,61.8,58,3075,5.73,5.76,3.55,"Suitable"
0.9,61.9,59,2857,6.2,6.14,3.82,"Suitable"
0.77,61.4,55,3074,5.89,5.93,3.63,"Suitable"
0.8,63.5,55,2914,5.86,5.89,3.73,"Suitable"
0.6,62.1,56,3001,5.42,5.43,3.37,"Suitable"
0.7,63.3,59,2905,5.59,5.62,3.55,"Suitable"
0.76,62.6,56,2960,5.82,5.78,3.63,"Suitable"
0.57,61.1,55,3057,5.36,5.44,3.3,"Suitable"
1,62.5,62,2984,6.42,6.35,3.99,"Suitable"
0.78,61.2,56,2781,5.92,5.99,3.64,"Suitable"
0.7,61.4,58,3011,5.7,5.73,3.51,"Suitable"
0.7,61.2,56,3145,5.72,5.75,3.51,"Suitable"
1.02,61.7,56,2872,6.44,6.49,3.99,"Suitable"
0.71,62.4,56,2877,5.75,5.7,3.57,"Suitable"
0.7,58.7,61,2842,5.8,5.72,3.38,"Suitable"
0.3,62,56,556,4.28,4.3,2.66,"Suitable"
0.71,60,59,2881,5.84,5.83,3.5,"Suitable"
0.79,61.4,56,3167,5.93,5.96,3.65,"Suitable"
0.76,61.3,56,2793,5.87,5.91,3.61,"Suitable"
0.71,58.7,61,2968,5.88,5.85,3.44,"Suitable"
0.91,59.8,58,2813,6.3,6.29,3.77,"Suitable"
0.75,62.1,55,3170,5.81,5.85,3.62,"Suitable"
0.81,58.8,57,2761,6.14,6.11,3.6,"Suitable"
0.3,62.7,59,351,4.21,4.27,2.66,"Suitable"
0.31,62.2,53.6,557,4.32,4.35,2.7,"Suitable"
0.9,62.8,55,2817,6.2,6.16,3.88,"Suitable"
0.91,63.4,55,3082,6.18,6.15,3.91,"Suitable"
0.75,63.1,58,2782,5.78,5.73,3.63,"Suitable"
0.93,61.4,56,3019,6.27,6.23,3.84,"Suitable"
0.83,61.3,54,3027,6.06,6.1,3.73,"Suitable"
0.73,61.9,55,2919,5.79,5.76,3.58,"Suitable"
0.25,61.2,59,558,4.05,4.02,2.47,"Suitable"
0.7,59.3,60,2818,5.78,5.73,3.41,"Suitable"
0.82,61.5,56,2804,6.01,6.08,3.72,"Suitable"
0.7,63.4,59,3001,5.58,5.55,3.53,"Suitable"
0.7,62,57,2808,5.64,5.71,3.52,"Suitable"
0.72,63.8,58,2819,5.64,5.68,3.61,"Suitable"
0.85,63.1,58,2966,6.02,6,3.79,"Suitable"
0.32,61,56,559,4.41,4.45,2.7,"Suitable"
0.54,61.6,55,2977,5.28,5.27,3.25,"Suitable"
0.7,61.5,56,3065,5.7,5.75,3.52,"Suitable"
0.7,62.4,57,3075,5.64,5.67,3.53,"Suitable"
0.74,60.5,59,2936,5.81,5.86,3.53,"Suitable"
0.7,61.4,59,2780,5.64,5.73,3.49,"Suitable"
0.61,62.2,56,3084,5.43,5.47,3.39,"Suitable"
0.7,61.8,56,2966,5.69,5.73,3.53,"Suitable"
0.31,59.8,60,558,4.42,4.38,2.63,"Suitable"
0.7,61.3,54,2978,5.77,5.83,3.54,"Suitable"
0.79,60.4,59,3077,5.97,5.99,3.61,"Suitable"
0.75,60.6,58,2806,5.85,5.9,3.56,"Suitable"
0.7,61,57,2859,5.76,5.74,3.51,"Suitable"
0.82,62.3,56,2867,6.02,5.96,3.73,"Suitable"
0.31,60.1,57,558,4.44,4.41,2.66,"Suitable"
0.7,62.7,53,3007,5.65,5.61,3.53,"Suitable"
0.75,63.6,56,2993,5.73,5.75,3.65,"Suitable"
0.23,63.8,55,352,3.85,3.92,2.48,"Suitable"
0.78,62.2,57,3171,5.87,5.9,3.66,"Suitable"
0.7,61.9,56,3142,5.69,5.72,3.53,"Suitable"
0.73,61.4,56,2879,5.81,5.86,3.58,"Suitable"
0.7,61.1,55,3061,5.72,5.77,3.51,"Suitable"
1,59.1,59,3142,6.55,6.48,0,"Suitable"
0.72,61,56,2976,5.82,5.85,3.56,"Suitable"
0.71,62.7,60,2822,5.71,5.67,3.57,"Suitable"
0.74,61,57,2851,5.85,5.81,3.56,"Suitable"
0.71,63,58,3096,5.65,5.68,3.57,"Suitable"
0.74,62.1,56,2870,5.77,5.83,3.6,"Suitable"
0.95,58.4,57,2867,6.49,6.41,3.77,"Suitable"
0.79,63,59,2953,5.84,5.8,3.66,"Suitable"
0.73,61.1,57,3140,5.8,5.89,3.57,"Suitable"
0.9,59.5,61,3084,6.3,6.24,3.73,"Suitable"
0.81,62.9,56,3059,5.87,5.9,3.7,"Suitable"
0.31,60.8,61,558,4.43,4.39,2.68,"Suitable"
0.72,62.9,57,2795,5.73,5.65,3.58,"Suitable"
0.72,61.1,56,2891,5.78,5.81,3.54,"Suitable"
0.3,62.1,56,552,4.3,4.33,2.68,"Suitable"
0.7,63.4,60,3068,5.63,5.66,3.58,"Suitable"
0.57,61.9,55,2797,5.34,5.35,3.31,"Suitable"
0.71,61.1,58,2942,5.76,5.72,3.51,"Suitable"
0.81,62,58,2994,5.95,5.92,3.68,"Suitable"
0.26,62.6,59,554,4.06,4.09,2.55,"Suitable"
0.7,61.9,57,3127,5.68,5.71,3.53,"Suitable"
0.32,60.9,58,345,4.38,4.42,2.68,"Suitable"
0.83,62.2,59,2913,6.05,5.97,3.74,"Suitable"
0.32,60.3,57,561,4.43,4.46,2.68,"Suitable"
0.65,57.7,60,3025,5.69,5.74,3.3,"Suitable"
0.9,63.1,60,2972,6.14,6.09,3.86,"Suitable"
0.9,62.1,59,3121,6.19,6.15,3.83,"Suitable"
0.7,58.4,59,2904,5.83,5.91,3.43,"Suitable"
0.96,61.3,58,2866,6.39,6.3,3.89,"Suitable"
0.82,63.6,56,2908,5.9,5.95,3.77,"Suitable"
0.7,62.3,55,2827,5.66,5.7,3.54,"Suitable"
0.92,60.2,61,3004,6.32,6.27,3.79,"Suitable"
0.71,62.2,57,2776,5.79,5.62,3.55,"Suitable"
0.9,62.2,60,3013,6.08,6.05,3.77,"Suitable"
1.14,60.2,57,3045,6.81,6.71,4.07,"Suitable"
0.74,62.4,57,3061,5.76,5.81,3.61,"Suitable"
0.79,62.3,55,2946,5.9,5.94,3.69,"Suitable"
0.75,62.2,57,2985,5.82,5.86,3.63,"Suitable"
0.65,59.9,58,3056,5.63,5.69,3.39,"Suitable"
0.7,61,57,2777,5.73,5.68,3.48,"Suitable"
0.83,62.5,55,2816,6.04,6,3.76,"Suitable"
0.31,59.4,62,353,4.39,4.43,2.62,"Suitable"
0.72,60.8,55,2869,5.77,5.84,3.53,"Suitable"
0.29,60.7,60,404,4.33,4.37,2.64,"Suitable"
0.79,58.5,61,3073,6.03,6.08,3.54,"Suitable"
0.72,61.8,61,2777,5.82,5.71,3.56,"Suitable"
0.8,59.1,59,2953,6.02,6.07,3.57,"Suitable"
0.74,60.8,57,2822,5.85,5.89,3.57,"Suitable"
0.81,58,59,2795,6.17,6.13,3.57,"Suitable"
0.73,62.2,55,3127,5.77,5.74,3.58,"Suitable"
0.72,62.4,56,3084,5.76,5.72,3.58,"Suitable"
0.75,61.7,60,3024,5.84,5.8,3.59,"Suitable"
0.74,62.1,56,3171,5.79,5.83,3.61,"Suitable"
0.71,61.4,58,2817,5.77,5.73,3.53,"Suitable"
0.32,61.4,56,561,4.37,4.39,2.69,"Suitable"
0.7,59.2,60,2840,5.87,5.78,3.45,"Suitable"
0.31,61.7,56,558,4.4,4.35,2.7,"Suitable"
0.76,61.7,56,3075,5.87,5.9,3.63,"Suitable"
0.7,59.2,61,3154,5.79,5.84,3.44,"Suitable"
0.78,60.8,60,2826,5.97,5.94,3.62,"Suitable"
0.32,61.7,58,561,4.37,4.41,2.71,"Suitable"
0.7,61.3,56,2967,5.68,5.71,3.49,"Suitable"
0.76,61.8,56,2788,5.85,5.87,3.62,"Suitable"
0.71,61.8,55,3080,5.73,5.75,3.55,"Suitable"
0.53,61.6,55,3097,5.21,5.27,3.23,"Suitable"
0.72,58.8,60,2838,5.91,5.89,3.47,"Suitable"
0.75,61.4,59,2782,5.88,5.85,3.6,"Suitable"
0.9,60.4,59,3141,6.27,6.24,3.78,"Suitable"
0.72,58.7,59,3048,5.94,5.88,3.47,"Suitable"
0.32,62.4,59,561,4.33,4.36,2.71,"Suitable"
0.86,59.3,62,2818,6.36,6.22,3.73,"Suitable"
0.81,61.3,56,3097,6.23,6.27,3.83,"Suitable"
0.71,61.9,59,2764,5.69,5.72,3.53,"Suitable"
0.7,62.7,57,2818,5.68,5.64,3.55,"Suitable"
0.65,61.5,55,3065,5.6,5.62,3.45,"Suitable"
0.7,61.6,58,3092,5.66,5.7,3.5,"Suitable"
0.79,62.3,58,2959,5.92,5.89,3.68,"Suitable"
0.8,62.5,56,2804,5.88,5.96,3.7,"Suitable"
0.91,61.4,56,2763,6.09,5.97,3.7,"Suitable"
0.86,61.8,58,2980,6.12,6.15,3.79,"Suitable"
0.79,62.8,59,2823,5.86,5.9,3.69,"Suitable"
0.72,61.9,55,2903,5.78,5.75,3.57,"Suitable"
0.74,61.3,58,3009,5.8,5.84,3.57,"Suitable"
0.6,60.8,57,2856,5.44,5.49,3.32,"Suitable"
0.81,61.8,56,2939,6.02,5.99,3.71,"Suitable"
0.72,63,58,3065,5.69,5.73,3.6,"Suitable"
0.71,60.4,53,3020,5.81,5.85,3.52,"Suitable"
0.71,60.4,62,2858,5.74,5.72,3.46,"Suitable"
0.8,62.1,56,3071,6.01,5.85,3.68,"Suitable"
0.72,58.9,58,3032,5.93,5.85,3.47,"Suitable"
0.26,60.8,59,403,4.13,4.16,2.52,"Suitable"
0.7,59.9,60,2810,5.77,5.84,3.48,"Suitable"
0.74,62.3,55,2761,5.77,5.81,3.61,"Suitable"
0.7,62.2,55,3167,5.68,5.71,3.54,"Suitable"
0.73,61.7,56,3154,5.79,5.81,3.58,"Suitable"
0.31,61.4,55,558,4.39,4.37,2.69,"Suitable"
0.33,62.3,58,557,4.43,4.4,2.75,"Suitable"
0.71,62.4,57,2759,5.68,5.73,3.56,"Suitable"
0.73,62.7,58,2939,5.73,5.75,3.6,"Suitable"
0.77,62.8,58,2961,5.75,5.78,3.62,"Suitable"
0.7,61.8,58,2874,5.67,5.63,3.49,"Suitable"
0.71,61.8,59,2790,5.73,5.69,3.53,"Suitable"
0.84,62.3,55,2879,6.08,6.03,3.77,"Suitable"
0.7,61.4,56,3064,5.72,5.75,3.52,"Suitable"
0.75,62,58,3152,5.81,5.84,3.61,"Suitable"
0.8,61.5,58,3173,5.97,6,3.68,"Suitable"
0.32,60.1,60,561,4.42,4.47,2.67,"Suitable"
0.7,62.3,59,2827,5.67,5.7,3.54,"Suitable"
0.79,60,60,2862,6.07,5.99,3.64,"Suitable"
0.71,62,57,3066,5.7,5.75,3.55,"Suitable"
0.7,62.9,59,2848,5.61,5.68,3.55,"Suitable"
0.71,60.7,60,2921,5.75,5.78,3.5,"Suitable"
0.75,62.5,57,2893,5.78,5.83,3.63,"Suitable"
0.91,61.6,57,2981,6.24,6.23,3.84,"Suitable"
0.71,62.7,59,2938,5.65,5.67,3.55,"Suitable"
0.71,62.8,56,3045,5.67,5.7,3.57,"Suitable"
0.71,60.4,57,3007,5.78,5.81,3.5,"Suitable"
0.8,62.5,56,2919,5.92,5.96,3.71,"Suitable"
0.32,59.8,57,561,4.43,4.46,2.66,"Suitable"
0.7,61.8,57,3011,5.67,5.75,3.53,"Suitable"
0.76,61.6,55,2988,5.92,5.89,3.64,"Suitable"
0.72,62.5,59,3078,5.7,5.73,3.57,"Suitable"
0.75,61.9,56,3011,5.81,5.85,3.61,"Suitable"
0.82,63.3,56,2975,5.99,5.95,3.78,"Suitable"
0.87,62.2,56,3090,6.03,6.13,3.78,"Suitable"
0.9,62.5,55,3175,6.18,6.14,3.85,"Suitable"
0.33,62.9,55,557,4.46,4.41,2.79,"Suitable"
0.76,61.2,57,2765,5.88,5.91,3.61,"Suitable"
0.7,60.7,60,2913,5.72,5.74,3.48,"Suitable"
0.81,63.1,59,2809,5.85,5.79,3.67,"Suitable"
0.74,60,57,3133,5.94,5.89,3.55,"Suitable"
0.71,60.3,62,3131,5.69,5.76,3.45,"Suitable"
1.08,61.8,56,3168,6.64,6.62,4.1,"Suitable"
0.72,60.8,57,2782,5.76,5.75,3.5,"Suitable"
0.32,62.6,59,561,4.33,4.36,2.72,"Suitable"
1.02,62.5,60,3141,6.39,6.41,4,"Suitable"
0.3,63.4,60,554,4.25,4.23,2.69,"Suitable"
0.71,61.3,58,2797,5.73,5.75,3.52,"Suitable"
0.72,62.1,58,2831,5.73,5.76,3.57,"Suitable"
0.7,62.7,55,3011,5.66,5.69,3.56,"Suitable"
0.58,61.7,55,3090,5.36,5.39,3.31,"Suitable"
0.71,62.8,57,2801,5.69,5.64,3.56,"Suitable"
0.9,59.5,60,2927,6.32,6.29,3.75,"Suitable"
0.73,61.9,56,3127,5.81,5.75,3.58,"Suitable"
0.71,59.6,60,2954,5.8,5.85,3.47,"Suitable"
0.54,61.6,55,2951,5.27,5.28,3.25,"Suitable"
0.76,61.8,58,2789,5.82,5.86,3.61,"Suitable"
0.71,61.1,57,3013,5.76,5.82,3.54,"Suitable"
0.71,59.8,56,2766,5.89,5.81,3.5,"Suitable"
0.61,60.1,57,2816,5.52,5.54,3.32,"Suitable"
0.71,61.2,56,3135,5.76,5.78,3.53,"Suitable"
0.71,58,62,2803,5.85,5.81,3.38,"Suitable"
0.74,61.7,56,2779,5.84,5.8,3.59,"Suitable"
1,61.5,56,3142,6.49,6.44,3.97,"Suitable"
0.76,61.7,55,3114,5.86,5.91,3.63,"Suitable"
0.72,61.5,56,2870,5.72,5.79,3.54,"Suitable"
0.7,59.6,57,2818,5.91,5.83,3.5,"Suitable"
0.71,61.2,56,2909,5.76,5.81,3.54,"Suitable"
0.73,61.4,56,2995,5.78,5.82,3.56,"Suitable"
0.74,62.3,56,3170,5.79,5.76,3.6,"Suitable"
0.71,61.2,57,3045,5.73,5.77,3.52,"Suitable"
0.7,61.7,55,2965,5.7,5.73,3.53,"Suitable"
0.71,59.6,60,2902,5.85,5.8,3.47,"Suitable"
0.71,61.6,55,3007,5.72,5.78,3.54,"Suitable"
0.79,62.2,57,2958,5.89,5.94,3.68,"Suitable"
0.7,62.5,55,3052,5.65,5.71,3.55,"Suitable"
0.72,62.7,58,2951,5.65,5.68,3.55,"Suitable"
0.73,62.2,56,3038,5.76,5.79,3.59,"Suitable"
0.76,61.5,56,3003,5.89,5.91,3.63,"Suitable"
0.61,60.8,56,3056,5.5,5.47,3.34,"Suitable"
0.72,63.1,59,3139,5.67,5.7,3.59,"Suitable"
0.71,60.7,57,2843,5.81,5.78,3.52,"Suitable"
1.12,59.1,61,2854,6.78,6.75,4,"Suitable"
0.81,63.6,57,3104,5.87,5.9,3.74,"Suitable"
0.52,61.8,55,3097,5.19,5.2,3.21,"Suitable"
0.7,61.7,55,3154,5.72,5.76,3.54,"Suitable"
0.81,62.5,59,2901,5.97,5.9,3.71,"Suitable"
0.75,61.1,57,2993,5.83,5.86,3.57,"Suitable"
0.71,61.9,56,3007,5.73,5.76,3.55,"Suitable"
1.03,62.4,57,3060,6.41,6.45,4.01,"Suitable"
